"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"grotte du SILEX";"";"Bouziès";"2138 OT";"545.36";"3242.75";"44.482693";"1.649649";"170";"À Conduché, sur la D 662, en venant de St Géry, 100m avant le carrefour de la route de Cabrerets, prendre à gauche la route<br/>
qui monte vers le sommet du promontoire entre Lot et Célé. À 150m de la D 662, au niveau du portail d'une belle propriété, cette petite<br/>
route devient chemin. Continuer à monter sur encore 300m, soit 160m après être passé sous une ligne à haute tension, et, 80m après<br/>
un parking, suivre un sentier qui monte à droite. A 25m du chemin, après le passage d'un ressaut rocheux, ce sentier se divise en<br/>
deux : prendre la branche de droite qui monte au bord de la falaise dominant le Célé, et descend très raide à la grotte 10m plus bas<br/>
(60m du chemin, à vol d'oiseau). Orifice de 3m de large sur 1m10 de haut, orienté ENE, dans un vaste abri. Plan 155.";"138";"155"
"igue de SIMON";"ou de GRANGES - ou du TRAVERS DE LALIGNÉ (ou de la VIGNE)";"Carlucet";"2137 E";"545.2";"3269.58";"44.724134";"1.6448";"330";"Au hameau de Granges, à 2km du Bastit, sur la route de Carlucet (D 50), 60m avant un puits à droite, franchir un passage<br/>
descendant dans un champ à droite et suivre le muret perpendiculaire à la route (NNW). À 80m, à l'angle du champ, franchir le muret<br/>
par un passage et suivre un vague sentier montant direction générale NNE à travers bois. À 300m, après être sorti du bois, le sentier<br/>
aboutit à l'igue, près d'une ruine. Orifice de 1m50 de diamètre dans un bouquet d'arbustes. Indiquée sur l'IGN. Plan 36.";"138";"36"
"fontaine de SIMON HAUT";"";"Carennac";"2136 ET";"552.67";"3289.36";"44.902656";"1.737273";"231";"A 700m WNW de Magnagues, au bord de la route de Carennac (D 3), à l'embranchement de la route de Simon. Alimente un<br/>
lavoir. Indiquée Font. sur l'IGN.";"138";""
"grotte (de) SINDOU";"";"Sénaillac-Lauzès";"2138 OT";"542.64";"3253.37";"44.578059";"1.614283";"310";"A 5km SW de Sénaillac, sur la route de Sabadel (indiquée “Artix”), 1km3 après avoir laissé à droite la route qui monte à Artix,<br/>
franchir une belle barrière à gauche et suivre, direction SE, le chemin qui descend dans la combe, la traverse, puis suit la bordure<br/>
E des prés qui en occupent le fond, passe auprès de vastes étables et se termine à 600m de la route, 50m après une petite grange,<br/>
à un passage donnant accès aux prés. Traverser ceux-ci en diagonale. La grotte se trouve à 300m SSW, en bordure S de la branche<br/>
du pré qui part vers l’W, 80m avant l’extrémité W de ce dernier, à 5m derrière un rideau de branches et de ronces, dans le<br/>
renfoncement d’une petite falaise de 3m de hauteur : orifice triangulaire de 1m20 de haut sur 0m40 de base, orienté au NNE.";"138";""
"exsurgence de SIRAN";"";"Loubressac";"2136 ET";"558.26";"3282.87";"44.8446";"1.808578";"350";"Dans le village de Siran, 20m à droite (SE) de la route, 50m avant le carrefour en T qui mène à la dernière maison dominant<br/>
le cirque d'Autoire au NNE du village. Aménagée, dans un creux au pied d'un escalier.";"139";""
"grotte de SIREYJOL";"";"Gignac";"2036 ET";"530.78";"3297.94";"44.978092";"1.458964";"270";"A 3km5 S de Gignac, sur la route de Souillac (D 15), face au chemin des Brousses, prendre à gauche le chemin qui d'abord<br/>
descend direction NE, puis remonte direction E. A 250m de la route, au plus haut du chemin, suivre à droite, direction SSE, la limite<br/>
W d'un grand pré, jusqu'au niveau d'une ligne à haute tension qui le traverse (mal placée sur l'IGN !). La grotte s'ouvre dans le bois<br/>
à 50m W-WNW, à la limite N d'une clairière. Orifice cimenté de 1m20 sur 1m80, fermé par une trappe métallique. Plan 175.";"139";"175"
"igue de SIREYJOL";"";"Gignac";"2036 ET";"530.84";"3297.76";"44.976478";"1.459749";"260";"A 4km S de Gignac, sur la route de Souillac (D 15), au niveau d'un croisement triangulaire, un peu avant de passer sous une<br/>
ligne à haute tension, prendre à gauche, direction ESE, un chemin qui descend au fond d'une combe cultivée, à 150m. L'igue s'ouvre<br/>
sur le versant opposé, à 70m E et environ 10m plus haut (en altitude), dans une pente pierreuse dégagée, avec quelques génévriers.<br/>
Orifice de 1m40 sur 1m, sous un buisson épineux, près d'un tas de pierraille (désob ?). Plan 175.";"139";"175"
"croze (ou igue) du SIRIEY";"ou du SYREY - ou du CLOUP";"Montgesty";"2038 E";"519.33";"3253.12";"44.573592";"1.320828";"250";"A 1km8 E de Montgesty, sur la route d'Uzech (D 46), 300m avant la petite route menant au Siriey et 200m avant le carrefour<br/>
de la route de Catus (D 47), prendre le chemin carrossable qui part à droite direction S et le suivre sur 650m, c'est-à-dire jusqu'au<br/>
moment où, remontant après un creux, des prairies à droite laissent la place à une zone boisée le séparant d'un champ en contrebas<br/>
(presqu'au niveau de trois gros monticules de pierres dans la pente à gauche du chemin). La grotte s'ouvre 35m après le début du<br/>
bois, 20m à droite (WSW) du chemin, dans la pente environ 8m plus bas, et à 10m du champ en contrebas. Orifice triangulaire de<br/>
0m50 de base sur 0m80 de haut orienté à l'WSW, dans un léger creux, au pied d'un chêne et dans un espace relativement dégagé.<br/>
Plan 172.";"139";"172"
"émergences des SIRIEYS";"ou de TOUREL";"St-Jean-Lespinasse";"2236 W";"562.38";"3283.33";"44.848966";"1.860658";"205";"À St-Jean-Lespinasse prendre la petite route qui remonte le vallon du ruisseau de Tourel. 100m après la dernière maison du<br/>
village de Tourel, prendre à gauche le chemin qui descend : les émergences s'étagent de part et d'autre du chemin, presque jusqu'à<br/>
la limite du bois, la principale se situant à 15m WSW du chemin à l'endroit où il fait une baïonnette.";"139";""
"grotte du SKRAP";"ou igue VIEUSSENS - ou du CO";"Thémines";"2237 W";"557.3";"3269.13";"44.720899";"1.797575";"350";"Sur la route d'Issendolus à Flaujac (D 20), 500m environ avant le cimetière de Flaujac, prendre à gauche (E) le chemin formant<br/>
la limite des communes de Flaujac et Thémines. À 120m de la route, franchir une claie à gauche menant à une bergerie à toit de tôle<br/>
et suivre le muret perpendiculaire au chemin, direction N. À 275m du chemin franchir un muret perpendiculaire et continuer à suivre<br/>
le muret direction N pendant 100m (quelques mètres après avoir dépassé un cloup). La grotte s'ouvre à 35m W du muret et à 25m<br/>
NW de la bordure du cloup, dans une zone un peu chaotique, à la limite ENE d'une petite clairière : orifice de 0m50 sur 0m90 orienté<br/>
au NNW. Plan 56.";"139";"56"
"grotte de SO(U)LÈGES";"";"Salviac";"2037 E";"515.69";"3269.43";"44.719949";"1.272345";"140";"A 4km NE de Salviac, sur la route de Gourdon (D 673), après le pont sur le Céou, prendre à gauche la route de Sarlat (D 6).<br/>
A 1km2, prendre à gauche la route d'Aurimont et, 500m plus loin, le chemin à droite qui suit la vallée. La grotte s'ouvre à 1km2 au<br/>
bord gauche du chemin, 70m avant l'embranchement du chemin de Solèges. Orifice de 0m50 de haut sur 0m50 de large au même<br/>
niveau que le chemin, au pied d'une petite falaise .";"139";""
"igue de SOL DEL PECH";"ou de PECH DEL SOL";"Carlucet";"2137 E";"543.1";"3267.71";"44.707144";"1.618499";"330";"Sur la route de Gramat à Cahors (D 677), 4,5 km après Le Bastit, prendre à droite la route de Carlucet (D 32). À 900m de<br/>
l'embranchement, 35m après la fin de la clôture de la chasse à droite, franchir un passage dans la haie bordant la route du même<br/>
côté et traverser le champ direction NNE jusqu'à un passage dans la ligne d'arbres limitant le champ côté NE (50m de la route). L'igue<br/>
se trouve à 30m NNE dans le bois claisemé. Orifice de 1m80 sur 2m recouvert de branchages, dans un creux. Indiquée sur l'IGN.<br/>
Plans 37 et 150.";"139";""
"grottes de SOLDENGROUL : n°2 :";"";"Reilhac";"2137 E";"551.78";"3266.13";"44.693555";"1.728181";"350";"À 1km de Reilhac, sur la route d'Espédaillac (D 14), à un carrefour avec 4 chemins (calvaire), prendre le chemin à droite du<br/>
calvaire (SE) jusqu'au 1er muret perpendiculaire à gauche, à 60m du carrefour. Suivre ce muret, direction NE, sur 120m. La<br/>
grotte n°2 est à 40m à droite (ESE) et à 10m WNW du muret suivant, dans un petit cloup : deux orifices de 1m de haut sur 1m50<br/>
de large, distants de 5m, au pied de la petite falaise qui borde le cloup au S.<br/>
Continuer à suivre le muret initial (direction NE) sur encore 20m (soit 140m du chemin). La grotte n°1 est à 45m à gauche (WNW) :<br/>
vaste orifice de 2m80 sur 4m dans le fond d'un effondrement, au pied de la paroi rocheuse SE. Plan 62.";"139";"62"
"igue de SOLDENGROUL";"";"Reilhac";"2137 E";"551.62";"3266.22";"44.694354";"1.726154";"350";"À 1km de Reilhac, sur la route d'Espédaillac (D 14), à un carrefour avec 4 chemins (calvaire), prendre le chemin à gauche du<br/>
calvaire (NNW) sur 140m. La grotte est à 35m à droite (ENE) dans un bois clairsemé : orifice triangulaire de 1m sur 3m au pied de<br/>
la paroi rocheuse formant le côté SE d'un cloup peu profond. Plan 62.";"140";"62"
"igues n°1 et 2 (ou P 10 n°1 et P 10 n°2), et n°3 de la SOLE : n°2 :";"";"Quissac";"2137 E";"549.59";"3260.66";"44.64418";"1.701085";"435";"n°3 : 549,48 - 260,79 - 435m )<br/>
Dans la Braunhie (voir p.27). À 2km de Quissac, sur la route de Fontanes (D 146), prendre à gauche (SW) le chemin qui mène au<br/>
château d'eau de Quissac, à 750m de la route (5 barrières à franchir !) - à noter qu'un cable électrique sur poteaux suit ce même<br/>
itinéraire à partir de Quissac -. Suivre ensuite vers la gauche (SSW) un muret qui passe derrière le château d'eau. À 210m il rencontre<br/>
un muret perpendiculaire se dirigeant WNW. Franchir ce muret : L'igue n°1 s'ouvre à 30m SW. Orifice triangulaire de 2m sur 3m50<br/>
dans une petite doline. L'igue n°2 s'ouvre à 225m WSW (soit 140m SW de l'igue du Maquis de Figeac). Orifice triangulaire de 80cm<br/>
de côté dans des rochers moussus, à 1m5O sous la bordure NW d'un petit cloup de 7 à 8m de diamètre. À partir de l'igue n°1, suivre<br/>
le muret perpendiculaire, direction WNW, pendant 325m, c'est-à-dire jusqu'après avoir dépassé un petit cloup peu profond. L'igue<br/>
n°3 s'ouvre à 35m SSW du muret. Orifice de 1m sur 1m70 dans un petit chaos de rochers moussus. Plan 152.";"140";"152"
"igue n°7 de la SOLE";"";"Quissac";"2137 E";"549.87";"3260.45";"44.64231";"1.704634";"440";"Dans la Braunhie (voir p.27). À 2km de Quissac, sur la route de Fontanes (D 146), prendre à gauche (SW) le chemin qui mène<br/>
au château d'eau de Quissac, à 750m de la route (6 barrières à franchir !) - à noter qu'un cable électrique sur poteaux suit ce même<br/>
itinéraire à partir de Quissac -. Suivre ensuite vers la gauche (SSW) un muret qui passe derrière le château d'eau. À 210m il rencontre<br/>
deux murets se dirigeant l’un vers l’WNW, l’autre vers le SSE. Suivre ce dernier, qui, à 190m, rencontre un autre muret. L’igue se<br/>
trouve alors à 140m S, après avoir franchi le muret, longé par la droite (W) un vaste cloup allongé et l’avoir dépassé d’environ 50m.<br/>
Orifice de 0m60 sur 2m, orienté NS, donnant accès à un puits partant en oblique. Plan 152.";"140";"152"
"grotte de la SOUBIRANE";"";"Larnagol";"2138 OT";"556.45";"3240.52";"44.463373";"1.78925";"150";"Sur la route de Larnagol à Cajarc (D 662), à 750m du pont de Larnagol et 150m après la route de Neules (à gauche), prendre<br/>
à droite la petite route qui descend à droite, direction S, pour remonter la vallée parallèlement à la D 662, et la suivre sur 850m, c'est-<br/>
à-dire 100m avant d'arriver à des maisons. La grotte se trouve, bien visible, juste au bord gauche de la route : orifice bâti de 1m50<br/>
sur 1m50, orienté au SE. Pointée sur l'IGN.";"140";""
"grotte du SOUC";"";"Thémines";"2237 W";"557.48";"3269.66";"44.725679";"1.799803";"345";"À environ 2km d'Issendolus, sur la route de Flaujac (D 20), 400m après le carrefour de Pech du Lac (calvaire), suivre à gauche<br/>
(ESE) un chemin sur 250m : la grotte se trouve bien visible dans l'escarpement ESE d'un cloup, 30m à droite (SSW) du chemin.<br/>
Plan 56.";"140";"56"
"grotte du SOULIÉ";"ou de CAPDENAC - ou des ENJOFFRÉS - ou du GREIL";"Capdenac";"2238 E";"577.65";"3253.77";"44.583582";"2.055105";"260";"À 3km de Figeac, sur la route de Capdenac (N 140), prendre à droite la petite route du Vern et la suivre jusqu'au Greil (1km8<br/>
de la N 140), c'est-à-dire jusqu'au terminus du goudron, dans un virage en épingle à cheveux, près d'une maison. Là, traverser la<br/>
prairie à gauche, direction S, c'est-à-dire en direction du clocher de Livinhac-le-bas ; à 100m de la maison, franchir un fil barbelé, puis<br/>
en contrebas, 2 terrasses herbeuses, toujours dans la même direction, enfin un autre fil barbelé et descendre la pente broussailleuse<br/>
jusqu'à un bouquet de chênes environ 15m plus bas. La grotte s'ouvre 10m en dessous, sur la 2ème corniche (vague sentier). Orifice<br/>
de 3m40 de large sur 2m40 de haut fermé par un mur et une porte, orienté au SSE, au pied d'une petite falaise, derrière des fourrés<br/>
épineux.";"140";""
"puits n°2 du SPÉLÉO-SECOURS";"";"Flaujac-Gare";"2137 E";"555.56";"3268.17";"44.712155";"1.775695";"320";"A 500m du Bret, sur la petite route d'Issendolus, 100m avant le passage à niveau, franchir le muret de droite et suivre un muret<br/>
direction ESE sur 100m, c'est-à-dire jusqu'au moment où un autre muret part sur sa droite. Le puits se trouve à 35m NNE : trou de<br/>
0m44 de diamètre et 28m de profondeur foré en novembre 1999, débouchant en haut d'une cheminée de 15m. Nouvel accès à la<br/>
rivière souterraine des Vitarelles. Fermé. Plan 54.";"141";"54"
"grotte de la TABLE DE L’ERMITE";"";"Rocamadour";"2136 ET";"541.95";"3277.57";"44.795781";"1.602877";"170";"A Rocamadour, prendre vers l’aval la route qui suit le fond de la vallée de l’Alzou (direction Cabouy). A environ 1km du<br/>
croisement avec la route qui descend de Rocamadour, 600m après la route de l’hôtel Ste-Marie, on arrive à l’aplomb du porche de<br/>
la grotte de l’Ermite que l’on aperçoit en haut de la falaise à droite, 50m plus haut. Pour y accéder, continuer encore le chemin sur<br/>
250m, c’est-à-dire un peu avant d’arriver à un éperon de falaise qui descend presque jusqu’au chemin, et là grimper la pente à droite,<br/>
direction NNE. On rejoint bientôt un vague sentier qui conduit à la grotte de l’Ermite en passant par des vires étroites (ne pas monter<br/>
trop haut !). La grotte de la Table de l’Ermite se situe 75m avant d’arriver à la grotte de l’Ermite, peu visible, quelques mètres à gauche<br/>
du sentier et un peu plus haut, dans un renfoncement de la falaise : orifice principal triangulaire de 1m50 de haut sur 1m80 de base,<br/>
orienté à l’E, derrière un petit arbre. Plan 25.";"141";"25"
"fontaine de TABOURÉ";"ou du TOURON";"St-Denis-lès-Martel";"2136 ET";"546.6";"3293.56";"44.940025";"1.659982";"155";"À 100m SSW du cimetière de St-Denis-les-Martel, 20m au dessus de la cascade du portail du château, au pied des falaises<br/>
qui dominent le château. Fissure impénétrable.";"141";""
"grotte-émergence de la font del TAÏ";"";"Roc";"2036 ET";"527.13";"3285.66";"44.867236";"1.414438";"105";"A 4km N de Lamothe-Fénélon, sur la D 12, à l'entrée de Mareuil (500m avant d'arriver à la Dordogne et à la route du Roc, D 43),<br/>
prendre la petite route qui part à droite, direction ENE, et, au carrefour suivant, à 60m, prendre à gauche direction NNE. L'émergence<br/>
se trouve à 130m, bien visible à droite du chemin, au-dessus d'un ancien lavoir, dans les buissons au pied du coteau. Orifice de 2m<br/>
sur 2m orienté au NW.";"141";""
"grotte et igue de la TAILLADE";"";"Floirac";"2136 ET";"547.56";"3289.7";"44.905362";"1.672539";"305";"grotte :<br/>
igue :<br/>
De Floirac, prendre la route de Miers ; à 2km, presqu'en haut de la côte, dans un virage à droite (cote 296, 250m avant la route<br/>
de Baylac), prendre un chemin à gauche (N), pendant 300m, jusqu'au niveau d'une maison située 50m à gauche. L'igue s'ouvre<br/>
à 35m à droite (ESE) du chemin en terrain dégagé. Orifice de 0m35 de diamètre au fond d'un petit entonnoir de 1m20 de<br/>
diamètre et 0m50 de profondeur (indiquée “gfre” sur l'IGN). Continuer le chemin sur encore 50m. La grotte s'ouvre 12m à gauche (W)<br/>
du chemin, dans une dépression rocheuse de 1m de profondeur. Orifice de 0m40 sur 0m60. Plan 134.";"141";"134"
"croze du TAILLEUR";"";"Dégagnac";"2037 E";"520.64";"3265.5";"44.685143";"1.335424";"240";"A 3km NE de Dégagnac, sur la route de Gourdon (D 51), prendre à droite la petite route du Mas Rouge. A 300m, c'est-à-dire<br/>
250m avant d'arriver aux maisons du Mas Rouge, prendre le chemin à gauche (NNE). A 100m, suivre un chemin moins bien tracé<br/>
à droite (E) pendant 100m, c'est-à-dire 45m après avoir traversé un muret. La grotte s'ouvre 30m à droite (ESE) dans la pente. Orifice<br/>
bas d'environ 0m50 de hauteur sur 1m30 de large fermé par des pierres. Plan 170.";"141";"170"
"grotte du TALOU";"ou (du moulin) de PARROU - ou de PECH GAILLARD";"Salviac";"2037 E";"515.26";"3262.16";"44.654479";"1.268109";"190";"A 3km S de Salviac, à 35m NNW et 12m plus haut que le carrefour de la route de la vallée de l'Ourajou et de celle qui monte<br/>
à Pech Gaillard, dans le bois : orifice de 1m40 de haut sur 0m70 de large, orienté au SSE, dans un petit ressaut rocheux et moussu.<br/>
A 19m NE et légèrement plus bas, orifice secondaire (désobstruction) de 1m20 de haut sur 0m90 de large, orienté à l'ESE. Plan 171.";"141";"171"
"émergence de TANIÈS";"";"Sauliac-sur-Célé";"2138 OT";"551.81";"3247.59";"44.526708";"1.730284";"145";"1km avant (amont) le pont de Sauliac, juste avant un chemin à gauche descendant à un ancien lavoir couvert, au niveau d'une<br/>
carrière, captage au bord de la route, à droite, entouré d'un grillage, et émergence impénétrable à gauche sous la route. Indiquée<br/>
Source captée sur l'IGN. Plan 95.";"141";"95"
"igue des TARDIEUX";"";"St-Pierre-Lafeuille";"2138 OT";"530.54";"3247.14";"44.520936";"1.462764";"320";"A 500m NE de l’église de St-Pierre-Lafeuille, sur la route de Souillac (N20), prendre à droite la petite route des Pougens et la<br/>
suivre sur 600m, c’est-à-dire jusqu’au premier chemin à droite, à la limite des bois. Suivre ce chemin, direction SW, sur 230m, c’est-à-<br/>
dire jusqu’à un muret effondré à gauche, juste après de petites carrières abandonnées en contrebas. Suivre ce muret, direction SSW,<br/>
sur 40m. L’igue s’ouvre à 4m à gauche (WNW), dans la pente boisée : orifice de 0m35 de diamètre, recouvert par des pierres.";"142";""
"igue de la garenne de TARTABELLE";"";"Durbans";"2137 E";"550.85";"3264.07";"44.674954";"1.716644";"335";"À 1km5 du Cornouiller, sur la route de Fontanes (D 2), 1km après l'embranchement de la route de Quissac (D 138) et 300m<br/>
après le début de la grande ligne droite, au moment où la route est en talus, suivre à gauche (SE) un muret sur 100m, puis traverser<br/>
un terrain cultivé et suivre un autre muret, à peu près même direction, sur 50m, jusqu'à un passage dans ce muret : l'igue se trouve<br/>
à 45mESE, quelques mètres avant une vague trace de talus (ancien muret ?), en terrain assez dégagé. Orifice de 0m50 sur 0m80<br/>
recouvert de branchages. Plan 68.";"142";"68"
"igue de la TEISSONIÈRE";"ou de TEYSSONNIÈRES";"Padirac";"2136 ET";"554.44";"3284.95";"44.863087";"1.760075";"350";"80m avant le gouffre de Padirac, à l'E de la route de Gintrac (D 90), gagner à 50m E un vaste espace herbeux triangulaire<br/>
(parking...) à la limite des arbres. Prendre le chemin le plus à gauche, direction NNE, et le suivre sur 800m, c'est-à-dire jusqu'au 2ème<br/>
creux (soit 40m après un chemin à droite fermé par une claie). Franchir une claie à droite et suivre un sentier ESE, en bordure NE<br/>
d'un cloup, pendant 70m : l'igue se trouve entre 2 buissons à quelques mètres à gauche du sentier, soit à environ 5 à 6m du bord<br/>
supérieur du cloup. Orifice rocheux de 0m80 sur 1m20, dans un bois clairsemé. Indiquée sur l'IGN. Plan 17.";"142";"17"
"fissure des TEMPORIES";"ou cavité las TEMPARIOS - ou fissure d'ESCAMPS";"Escamps";"2038 E";"523.88";"3249.24";"44.539167";"1.378681";"190";"L'eau sort d'une petite grotte derrière une fontaine aménagée, avec lavoir, au NW du bourg, au débouché de la route venant<br/>
du Mas de Figeac (indiquée sur l'IGN).";"142";""
"igues de TEULAYROU : n°2 :";"";"Issendolus";"2137 E";"554.51";"3268.86";"44.718299";"1.762383";"310";"À 4km SW d'Issendolus, après avoir franchi le passage à niveau de Teulayrou, derrière la maison à gauche du chemin, se trouve<br/>
un cloup profond. L'igue n°1 est sur la bordure W du cloup, à 4m d'un muret, en terrain dégagé : orifice de 80cm de diamètre recouvert<br/>
de pierres. L'igue n°2 est dans les arbustes de la pente E, à environ 10m de dénivelé du bord (quelques mètres au-delà de l'endroit<br/>
où le muret bordant le cloup s'en écarte) : orifice en forme de fissure de 1m de longueur, un peu en dessous d'une petite falaise.";"142";""
"igue du TEULIER";"";"Padirac";"2136 ET";"555.77";"3282.98";"44.845442";"1.777073";"395";"À 4km de Thégra, sur la route de Loubressac (D 14), 1km2 après le carrefour de la route de Padirac à St-Céré (D 673), prendre<br/>
à gauche la petite route qui mène au Teulier, à 400m. L'igue se trouve devant la 1ère ferme du Teulier à droite de la route. Plan 19.";"143";"19"
"igue des cloups de TEULOU";"";"Thémines";"2237 W";"559.04";"3270.76";"44.735668";"1.819408";"330";"Sur la route de Gramat à Figeac (N 140), à l'entrée de Thémines, prendre à droite la petite route de Lacabroulate. A 750m, 250m<br/>
après un virage à gauche à angle droit, un sentier à gauche (ESE), entre 2 murets, conduit au cloup au fond duquel se trouve l'igue,<br/>
à environ 350m (300m SE à vol d'oiseau). Orifice de 2m50 de diamètre, recouvert de branchages, au fond SSW du cloup, près d'un<br/>
tas de pierres (désob.).";"143";""
"crozo del THAÏ(L)";"ou de la DOLSE (ou DOLCE) - ou du BLAIREAU";"Montcabrier";"1938 E";"499.75";"3251.03";"44.552345";"1.07473";"165";"Au pont de Montcabrier, sur la D 673, prendre la route de Sauveterre (D 68) et au premier carrefour, à 150m, suivre à droite la route<br/>
de Loubéjac (D 58) jusqu’à la route de La Janèze, à 900m. Dans l’angle des deux routes prendre le chemin qui descend direction<br/>
NE dans un champ, puis tourne légèrement à droite pour entrer dans le bois et, à 75m, traverse un ravin. Suivre ce dernier vers la<br/>
gauche (NW) sur 130m. L’entrée secondaire de la grotte se trouve dans la pente à droite (NE), à 9m du bord du ravin : orifice de 1m50<br/>
de haut sur 0m50 de large (départ de méandre), dans un entonnoir de 2m sur 1m40 et 1m50 de profondeur.<br/>
L’entrée principale se trouve à 100m E de cette dernière, environ 15m plus haut, à mi-hauteur d'une falaise de 7m de haut qui<br/>
constitue la tête d’un petit ravin orienté N-S. Plan 194.";"143";"194"
"pertes de THÉMINETTES";"ou de SAINT-SIMON (?)";"Théminettes";"2237 W";"561.7";"3268.01";"44.711066";"1.853196";"317";"sur l'IGN. Plan 58.";"143";"58"
"igue de mas de THOMAS";"";"Reyrevignes";"2237 W";"565.74";"3260.09";"44.639994";"1.904707";"310";"En allant de l'ancienne gare du Pournel à Reyrevignes par la D 48, au carrefour avec la route venant de Puy-Blanc, 2km avant<br/>
Reyrevignes (borne d'incendie), prendre à gauche jusqu'à un carrefour avec calvaire (300m de la D 48), puis encore à gauche (SW)<br/>
sur 400m, soit 30m après le point haut du chemin : l'igue se trouve 45m à droite (NW), en terrain dégagé, et à 6m du muret<br/>
perpendiculaire au chemin. Orifice de 50cm de diamètre au fond d'un trou de 1m50 sur 3m profond de 1m. Plan 82.";"143";"82"
"igue de TIMÉLOU";"";"Quissac";"2137 E";"550.42";"3261.66";"44.653237";"1.711451";"425";"À 1,5km de Quissac, sur la route de Fontanes (D 146), 300m après la borne km9 (Fontanes 5,4km), 10m après la fin d'un virage<br/>
à gauche, prendre à droite (NW) un chemin encombré de broussailles, entre deux murets, qui bientôt contourne un cloup par la droite<br/>
et, à 90m de la route, rencontre un muret perpendiculaire. Franchir ce muret et le suivre à droite (direction NE) pendant 125m,<br/>
jusqu'au moment où il rencontre un cloup boisé. L'igue se trouve alors à 20m N, et à 12m NW du muret. Deux ouvertures : l'une en<br/>
fissure dans le cloup (côté N), au fond d'une doline rocheuse de 4m de profondeur, l'autre, de 0m50 de côté, à 3m N de la doline et<br/>
à 2m sous le rebord du cloup. Plans 71 & 141.";"143";""
"igue du TINDOL";"";"Laramière";"2239 W";"561.22";"3227.03";"44.342232";"1.850199";"375";"A 1km7 SSE de Vidaillac, sur la route de Puylagarde (D 24), prendre à gauche (ENE) la route qui mène au Mas de Beaujot et<br/>
à Laramière et la suivre sur 2km7, c'est-à-dire 1km3 avant le Mas de Beaujot. Prendre le beau chemin qui part à gauche, direction<br/>
NW, et, à 340m, prendre le chemin à gauche (SW) qui mène à un lac à 95m. La grotte se trouve à 135m WSW, de l'autre côté d'un<br/>
beau cloup que l'on contourne par la gauche, à la limite du bois. Orifice triangulaire de 1m10 de haut sur 0m60 de large, orienté au<br/>
S, dans un léger creux. Plan 124.";"143";"124"
"fontaine de TIRONDEL";"";"St-Chels";"2138 OT";"556.69";"3245.0";"44.503706";"1.791893";"195";"À 3km5 de Larnagol, sur la route de St-Chels (D 143), 75m avant le km 16, prendre la petite route à gauche (NW) qui remonte<br/>
une petite vallée direction N. La fontaine se trouve au bord droit du chemin, à 1km de la D 143. Trou impénétrable dans des tufs,<br/>
aménagé. Pointée sur l'IGN. Plan 106.";"144";"106"
"igue de TIRONDELLE";"ou de COMBE CANIÈRE";"Montvalent";"2136 ET";"545.75";"3286.52";"44.876614";"1.649958";"190";"À 5km NE de Miers, sur la route de Gluges (D 11), 1km5 après le passage à niveau et l'embranchement de la route de<br/>
Montvalent (D 70), avant le viaduc, suivre un chemin à gauche qui d'abord descend (près d'un puits) dans la vallée sèche, puis<br/>
remonte de l'autre côté, jusqu'à un chemin à droite, à 400m du puits. Suivre ce chemin (WNW) sur 270m, puis un autre chemin à<br/>
droite qui descend à un champ qui occupe le fond de la vallée sèche. À 100m en aval (180m à partir du chemin en suivant la bordure<br/>
S du champ), monter droit dans les bois qui couvrent le versant S : l'igue se trouve à 11m au-dessus du niveau du champ. Orifice<br/>
de 3m sur 7m en diaclase orientée parallèlement à la vallée sèche. Plan 8.";"144";"8"
"igue de la TOGNE";"ou de CABESSUT - ou grotte de COUDOULOUS";"Tour-de-Faure";"2138 OT";"546.55";"3242.13";"44.477201";"1.664672";"285";"À 1km5 WNW de Tour-de-Faure, sur la route de Cahors (D 662), juste avant le 1er passage à niveau, prendre la route qui<br/>
monte à droite, direction N, et à 400m tourne à droite direction NNE, et la suivre sur 1km8, c'est-à-dire jusqu'au carrefour en haut de<br/>
la côte. Prendre le chemin carrossable à gauche (WNW) qui, en restant à peu près horizontal, aboutit, à 2km3 du carrefour, à une<br/>
sorte de plateforme dominant le confluent du Lot et du Célé, près d'une carrière (en fait, travaux d'aménagement abandonnés...) :<br/>
l'igue se trouve à 70m ESE de l'extrémité de la tranchée de la carrière (sentier à droite du chemin 65m avant d'y arriver). Orifice<br/>
maçonné de 1m sur 2m fermé par une plaque métallique. Plan 190.";"144";"190"
"3 grottes de la TOMBE (AU GRAND CHAMP)";"ou de RIFFLAT";"Thédirac";"2038 E";"519.42";"3253.4";"44.576122";"1.321918";"270";"Sur la route de Salviac à Catus (D 47), 500m après le carrefour de la route de Montgesty (D 46), prendre un chemin à droite,<br/>
direction S. A 80m, franchir un passage dans le muret à droite : la grotte n°1 se trouve à 100m E dans un bois clairsemé. Orifice de<br/>
1m10 de haut sur 2m20 de large, orienté au N, dans un petit effondrement. Petit orifice secondaire à 26m NNW.<br/>
Les grottes n°2 et 3 se situent à 31m NW de cet orifice secondaire et à 6m l'une de l'autre : petits effondrements. Plan 172.";"144";"172"
